City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
417,Bara,NG,10.37,10.73,77.0,36,0,5.82,
418,Tura,IN,25.52,90.22,65.16,86,0,4.38,
419,Kacuni,BA,44.06,17.94,42.8,93,0,1.12,
420,Honningsvag,NO,70.98,25.97,39.2,80,90,31.09,
421,Grand-Santi,GF,4.25,-54.38,95.18,38,1,4.94,
422,Porto Murtinho,BR,-21.7,-57.88,103.93,17,92,1.74,
423,Edremit,TR,39.6,27.02,59.0,67,20,24.16,
424,Gannan,CN,47.91,123.5,25.12,84,0,16.49,
425,Caravelas,BR,-17.71,-39.25,81.12,69,0,8.39,
426,Edd,ER,13.93,41.69,82.76,55,1,14.7,
427,Lat Yao,TH,15.75,99.79,74.48,89,63,1.95,
428,Les Abymes,GP,16.27,-61.5,86.0,66,40,12.75,
429,Ilhabela,BR,-23.78,-45.36,72.7,65,28,4.88,
430,Capelinha,BR,-17.69,-42.52,72.09,89,8,5.91,
431,Davila,PH,18.47,120.58,80.6,74,75,6.93,
432,Burgeo,CA,47.62,-57.62,42.49,68,9,24.38,
433,Graaff-Reinet,ZA,-32.25,24.53,75.0,36,100,15.99,
434,Strezhevoy,RU,60.73,77.59,35.6,74,0,4.47,
435,Yuksekova,TR,37.57,44.29,46.4,93,20,9.17,
436,Koratla,IN,18.82,78.72,64.65,58,0,2.82,
437,Pingliang,CN,35.54,106.69,41.0,59,92,2.04,
438,Prince Albert,CA,53.2,-105.77,24.8,92,90,14.99,
439,Guerrero Negro,MX,27.98,-114.06,72.59,57,12,14.07,
440,Karratha,AU,-20.74,116.85,71.49,60,0,11.77,
441,Constitucion,CL,-35.33,-72.42,66.9,51,0,14.97,
442,Marystown,CA,47.17,-55.15,48.99,100,41,15.01,
443,Shieli,KZ,44.17,66.75,57.52,28,100,16.91,
444,Sobradinho,BR,-12.83,-39.1,82.85,65,27,9.73,
445,Krasnoyarskiy,RU,51.97,59.9,36.93,94,100,10.69,
446,Haines Junction,CA,60.75,-137.51,-18.4,75,99,1.12,
447,Siemiatycze,PL,52.43,22.86,46.99,84,0,1.01,
448,Daru,PG,-9.08,143.21,77.77,88,100,6.38,
449,Llangefni,GB,53.26,-4.31,53.6,87,100,8.05,
450,Zemio,CF,5.03,25.14,71.67,91,100,2.37,
451,Lufilufi,WS,-13.87,-171.6,78.8,94,75,15.86,
452,Hirna,ET,9.22,41.1,60.66,70,49,4.05,
453,Mahibadhoo,MV,3.78,72.97,83.97,75,99,10.49,
454,Berlevag,NO,70.86,29.09,39.2,80,90,31.09,
455,Balabac,PH,7.99,117.06,80.37,80,100,1.77,
456,Monchique,PT,37.32,-8.56,64.4,88,20,6.93,
457,Alofi,NU,-19.06,-169.92,75.2,78,14,11.41,
458,San Jose,US,37.34,-121.89,57.0,62,75,6.93,
459,Skibotn,NO,69.39,20.27,35.6,80,90,21.92,
460,Inhambane,MZ,-23.86,35.38,80.6,88,0,9.17,
461,Iquitos,PE,-3.75,-73.25,87.8,70,75,4.7,
462,Mayo,US,38.89,-76.51,75.0,68,1,2.98,
463,Trenggalek,ID,-8.05,111.72,74.52,82,0,0.4,
464,Moose Factory,CA,51.26,-80.61,32.0,90,40,10.29,
465,West Wendover,US,40.74,-114.07,58.14,35,97,23.71,
466,Lac Du Bonnet,CA,50.25,-96.06,39.0,69,100,11.41,
467,Xiaoshi,CN,41.3,124.12,33.8,24,0,6.71,
468,Saint Leonard,CA,47.17,-67.92,59.0,50,1,5.82,
469,Comodoro Rivadavia,AR,-45.87,-67.5,66.2,45,0,14.99,
470,Byron Bay,AU,-28.65,153.62,62.6,93,90,10.29,
471,Hochstadt,DE,49.25,8.21,46.99,87,100,2.91,
472,Sonaguera,HN,15.63,-86.33,82.4,78,75,10.29,
473,Vidisha,IN,23.53,77.82,60.8,82,0,4.7,
474,Merauke,ID,-8.47,140.33,77.22,85,58,9.26,
475,Tual,ID,-5.67,132.75,82.65,70,81,11.07,
476,Zhangjiakou,CN,40.81,114.88,31.95,76,0,7.23,
477,Lorengau,PG,-2.02,147.27,81.1,75,33,8.72,
478,Pisco,PE,-13.7,-76.22,64.99,82,90,8.05,
479,Palana,RU,59.12,159.97,25.86,91,100,5.61,
480,Ouro Preto Do Oeste,BR,-10.75,-62.22,98.89,29,32,6.87,
481,Joshimath,IN,30.57,79.57,49.44,35,0,5.91,
482,Kadoma,JP,34.73,135.58,62.01,98,100,4.54,
483,Yerbogachen,RU,61.28,108.01,3.4,93,100,4.83,
484,Artvin,TR,41.17,41.83,55.4,82,75,5.82,
485,Quang Ngai,VN,15.12,108.8,72.28,90,70,6.44,
486,Newton,US,42.34,-71.21,75.99,35,96,5.82,
487,Kununurra,AU,-15.77,128.73,75.2,78,5,4.47,
488,Pundaguitan,PH,6.37,126.17,81.19,78,100,8.14,
489,Mananjary,MG,-21.22,48.33,73.09,86,0,9.08,
490,Silver City,US,32.77,-108.28,64.4,27,1,5.82,
491,Jacareacanga,BR,-6.22,-57.75,93.45,44,100,4.43,
492,Kysyl-Syr,RU,63.9,122.76,-9.78,90,80,4.27,
493,Mahon,ES,39.89,4.27,66.2,93,0,8.05,
494,Vestmannaeyjar,IS,63.44,-20.27,44.6,87,75,25.28,
495,Tazovskiy,RU,67.47,78.7,27.91,99,100,6.76,
496,Maiduguri,NG,11.85,13.16,77.7,22,0,9.26,
497,Monrovia,LR,6.3,-10.8,80.01,86,100,7.78,
498,Bose,IT,45.46,8.01,54.0,83,50,3.0,
499,Copiapo,CL,-27.37,-70.33,64.4,63,75,8.05,
500,Englehart,CA,47.82,-79.87,51.8,81,75,3.36,
501,Gat,IL,31.61,34.76,69.01,83,86,5.06,
502,Westport,US,41.14,-73.36,73.99,52,1,6.93,
503,Jalingo,NG,8.88,11.37,80.58,32,100,1.54,
504,Amarante Do Maranhao,BR,-5.57,-46.74,88.99,52,5,6.44,
505,Chino Valley,US,34.76,-112.45,63.0,41,40,23.04,
506,Krasnyy Yar,RU,46.53,48.35,42.8,87,75,11.18,
507,Sterlibashevo,RU,53.44,55.26,34.52,93,99,11.7,
508,Novi Iskar,BG,42.8,23.35,41.0,93,81,4.7,
509,North Bend,US,43.41,-124.22,48.0,93,90,5.82,
510,Iskateley,RU,67.68,53.15,29.88,99,100,5.21,
511,Namibe,AO,-15.2,12.15,71.06,66,54,11.86,
512,Shiyan,CN,32.65,110.78,54.32,42,0,3.22,
513,Ballangen,NO,68.34,16.83,37.0,80,94,16.11,
514,Lundamo,NO,63.13,10.3,43.0,92,100,2.64,
515,Oban,GB,56.41,-5.47,39.99,87,100,4.92,
516,Riyadh,SA,24.69,46.72,73.4,31,0,4.7,
517,Katsuura,JP,35.13,140.3,63.0,72,75,4.7,
518,Lompoc,US,34.64,-120.46,57.2,71,40,4.7,
519,Liverpool,GB,53.41,-2.98,51.01,87,20,5.82,
520,Les Cayes,HT,18.2,-73.75,80.87,80,100,11.68,
521,Luanda,AO,-8.84,13.23,78.8,83,75,9.17,
522,Sambava,MG,-14.27,50.17,75.7,85,100,12.08,
523,Labrea,BR,-7.26,-64.8,95.49,40,77,2.42,
524,Kroonstad,ZA,-27.65,27.23,73.9,30,0,4.09,
525,Bushenyi,UG,-0.59,30.21,61.27,92,92,1.39,
526,Natchez,US,31.56,-91.4,75.2,73,90,5.82,
527,Waipawa,NZ,-41.41,175.52,61.0,100,98,11.41,
528,Karpogory,RU,64.0,44.45,33.48,96,100,10.22,
529,Vagay,RU,57.94,69.02,36.52,90,100,5.44,
530,Kirksville,US,40.19,-92.58,71.01,52,1,13.87,
531,Slobozia,MD,46.73,29.71,41.0,86,0,5.82,
532,Puerto Escondido,MX,15.85,-97.07,87.8,66,20,8.05,
533,Sao Felix Do Xingu,BR,-6.64,-51.99,88.39,55,42,4.99,
534,Owando,CG,-0.48,15.9,73.2,92,30,2.8,
535,Alto Araguaia,BR,-17.31,-53.22,89.73,36,96,5.41,
536,Portland,US,45.52,-122.68,44.01,87,90,6.46,
537,Teguldet,RU,57.31,88.17,37.71,87,100,10.04,
538,Mount Isa,AU,-20.73,139.5,77.0,13,52,11.41,
539,Ola,RU,59.58,151.28,11.62,87,100,14.76,
540,Russell,US,32.35,-85.2,70.0,88,90,4.7,
541,Linxia,CN,35.6,103.21,38.62,69,100,0.94,
542,Svetlyy,RU,54.67,20.13,48.2,93,90,6.71,
543,Bilibino,RU,68.05,166.44,-0.74,89,100,1.45,
544,Florestopolis,BR,-22.86,-51.39,93.2,20,0,2.24,
545,Hoopstad,ZA,-27.83,25.91,79.59,20,0,6.11,
546,Ngunguru,NZ,-35.62,174.5,62.01,91,5,5.01,
547,Puerto Madero,MX,14.72,-92.42,86.0,74,40,5.82,
548,Sinazongwe,ZM,-17.26,27.46,87.3,35,0,1.7,
549,Matagami,CA,49.75,-77.63,37.4,74,1,4.7,
550,Puerto Carreno,CO,6.19,-67.49,92.21,53,94,1.74,
551,Igarka,RU,67.47,86.58,13.32,96,100,14.65,
552,Manono,CD,-7.3,27.42,75.45,75,82,4.63,
553,Bintulu,MY,3.17,113.03,77.0,100,40,2.24,
554,Saint Pete Beach,US,27.73,-82.74,84.0,69,40,20.8,
555,Mangrol,IN,21.12,70.12,79.93,54,0,2.44,
556,Husavik,IS,66.04,-17.34,42.8,60,75,17.22,
557,Frankfort,ZA,-27.27,28.48,69.58,39,0,4.38,
558,Umea,SE,63.83,20.26,42.8,60,0,6.93,
559,Alta Gracia,AR,-31.65,-64.43,89.01,30,0,8.05,
560,Wasco,US,35.59,-119.34,48.99,87,90,4.7,
561,Novopokrovka,UA,49.84,36.55,44.6,87,0,6.71,
562,Lucea,JM,18.45,-78.17,77.0,94,90,4.7,
563,Zhangdian,CN,34.2,119.3,53.17,53,0,4.38,
564,Verkhnevilyuysk,RU,63.45,120.32,-4.34,91,94,5.08,
565,Dalaba,GN,10.7,-12.25,68.99,68,0,1.07,
566,Vanimo,PG,-2.67,141.3,76.1,92,100,3.36,
567,Amuntai,ID,-2.42,115.25,74.5,93,100,1.74,
568,Jizan,SA,17.33,42.67,86.0,62,0,5.82,
569,Ormara,PK,25.21,64.64,76.06,52,0,7.47,
570,Banikoara,BJ,11.3,2.44,80.94,22,0,5.82,
571,Okhotsk,RU,59.38,143.3,10.98,90,100,14.36,
572,Hailar,CN,49.2,119.7,13.91,92,0,10.02,
573,Banda Aceh,ID,5.56,95.32,78.85,78,100,0.83,
574,Niteroi,BR,-22.88,-43.1,75.2,69,75,14.99,
575,Komsomolskiy,UZ,40.43,71.72,51.8,60,99,3.89,
576,Narsaq,GL,60.92,-46.05,30.2,74,75,4.7,
577,Siddapur,IN,14.33,74.88,70.57,92,0,8.16,
578,Vao,NC,-22.67,167.48,73.42,76,62,10.98,
579,Manyana,BW,-23.4,21.72,87.01,13,0,4.43,
580,Aktash,RU,50.3,87.73,19.72,93,41,5.06,
581,Muyezerskiy,RU,63.93,31.65,38.62,73,26,14.92,
582,Kantabanji,IN,20.48,82.92,63.52,58,0,1.48,
583,Olga,RU,43.74,135.29,33.58,85,18,3.87,
584,Neryungri,RU,56.67,124.65,-4.45,89,99,7.27,
585,Paradise,US,36.1,-115.15,61.0,30,75,23.04,
586,Lata,PT,40.16,-8.33,60.01,91,100,3.0,
587,Trinidad,BO,-14.83,-64.9,96.8,50,40,6.93,
588,Udachnyy,RU,66.42,112.4,-2.2,91,0,4.47,
589,Homer,US,59.64,-151.55,35.01,88,90,4.7,
590,Khasan,RU,42.43,130.64,41.02,65,43,25.19,
591,Victoria,HK,22.29,114.16,78.01,47,0,5.01,
592,Santiago De Chuco,PE,-8.15,-78.18,64.11,39,83,1.7,
593,Houma,US,29.6,-90.72,75.0,78,90,12.75,
594,La Rioja,ES,42.25,-2.5,57.2,93,90,2.24,
595,Semnan,IR,35.57,53.4,55.35,39,59,3.09,
596,Suluq,LY,31.67,20.25,66.16,71,0,15.14,
597,Petapa,GT,14.5,-90.55,73.4,64,75,18.34,
598,Jumla,NP,29.27,82.18,41.09,56,0,3.44,
599,Margate,GB,51.38,1.39,54.0,89,22,1.01,
600,Mocuba,MZ,-16.84,36.99,81.27,52,100,6.04,
601,Kushima,JP,31.46,131.23,64.0,88,100,11.01,
602,Atar,MR,20.52,-13.05,98.6,35,100,10.58,
603,Umm Kaddadah,SD,13.6,26.69,78.85,20,0,12.33,
604,Prince Rupert,CA,54.32,-130.32,39.2,80,1,6.93,
605,Bambanglipuro,ID,-7.95,110.28,77.43,81,35,1.52,
606,Port Macquarie,AU,-31.43,152.92,57.99,82,55,10.29,
607,Turtas,RU,58.94,69.13,35.64,97,100,4.92,
608,Naze,JP,28.37,129.48,75.2,94,75,9.17,
609,Port-Gentil,GA,-0.72,8.78,80.6,88,40,12.75,
610,Shahr-E Babak,IR,30.12,55.12,44.47,51,40,3.96,
611,Botou,CN,38.07,116.57,43.3,43,0,7.85,
612,Ratangarh,IN,28.08,74.6,66.51,25,0,3.58,
613,Saint-Leu,RE,-21.15,55.28,73.4,78,75,17.22,
614,Ouadda,CF,8.08,22.4,72.07,60,10,1.48,
615,Mayumba,GA,-3.43,10.66,78.04,90,94,7.23,
616,Adeje,ES,28.12,-16.73,73.4,53,40,9.17,
617,Duncan,US,34.5,-97.96,73.99,49,1,17.22,
618,Fairbanks,US,64.84,-147.72,27.0,86,75,2.24,
619,Netivot,IL,31.42,34.59,69.01,70,83,6.11,
620,Poum,NC,-20.23,164.02,76.44,73,1,13.69,
621,Tilichiki,RU,60.47,166.1,18.28,95,0,7.78,
622,Oranjemund,NA,-28.55,16.43,63.48,85,40,3.31,
623,Faanui,PF,-16.48,-151.75,78.76,79,59,13.22,
624,Jaen,ES,38.0,-3.5,57.0,92,0,4.0,
625,Korla,CN,41.76,86.15,37.13,67,0,3.09,
626,Beira,MZ,-19.84,34.84,82.4,69,0,13.87,
627,Wewak,PG,-3.55,143.63,78.85,85,100,9.13,
628,La Ronge,CA,55.1,-105.28,19.4,85,100,6.93,
629,Pathri,IN,19.25,76.45,66.15,58,0,5.75,
630,Harlingen,US,26.19,-97.7,80.6,61,90,5.23,
631,Caraquet,CA,47.79,-64.94,46.4,49,97,9.17,
632,Lethem,GY,3.38,-59.8,89.58,56,100,6.35,
633,Cayenne,GF,4.93,-52.33,78.8,94,0,5.82,
634,Dandong,CN,40.13,124.39,35.02,68,0,9.1,
635,Ostrovnoy,RU,68.05,39.51,35.01,89,100,11.48,
636,Khairpur,PK,27.53,68.76,68.0,72,0,2.68,
637,Unai,BR,-16.36,-46.91,86.86,49,95,5.35,
638,Norden,DE,53.6,7.2,44.01,100,0,1.12,
639,Mackay,AU,-21.15,149.2,75.2,88,90,18.34,
640,Zhengjiatun,CN,43.51,123.51,29.19,80,0,15.35,
641,Malinyi,TZ,-8.93,36.13,81.86,51,0,5.61,
642,Diamantino,BR,-14.41,-56.45,93.45,39,94,5.14,
643,Havelock,US,34.88,-76.9,79.0,64,1,13.87,
644,Ipixuna,BR,-1.76,-48.8,89.6,55,40,9.17,
645,Egvekinot,RU,66.32,-179.17,22.46,98,100,4.45,
646,Erenhot,CN,43.65,111.98,27.79,80,0,6.17,
647,Arraias,BR,-12.93,-46.94,81.7,60,100,4.94,
648,Kiunga,PG,-6.12,141.29,71.4,99,100,1.97,
649,Marsabit,KE,2.33,37.99,67.71,85,58,12.66,
650,Cogon,PH,11.46,122.8,72.75,93,99,4.43,
651,Marsaxlokk,MT,35.84,14.54,66.0,77,20,8.05,
652,Pangoa,PE,-12.12,-73.0,89.11,42,59,4.05,
653,Kampot,KH,10.62,104.18,77.36,86,14,3.76,
654,Barabai,ID,-2.58,115.38,74.7,89,94,2.01,
655,Birao,CF,10.28,22.79,79.09,31,100,3.31,
656,Charters Towers,AU,-20.1,146.27,71.19,84,0,11.7,
657,Tokur,RU,53.13,132.9,5.92,95,94,2.86,
658,Karasburg,NA,-28.02,18.75,63.03,59,0,19.82,
659,Karpathos,GR,35.51,27.21,68.0,68,20,13.87,
660,Gazli,UZ,40.13,63.45,56.53,29,69,9.26,
661,Lakes Entrance,AU,-37.88,147.98,45.0,91,0,5.17,
662,Xinqing,CN,48.23,129.5,22.06,97,100,3.2,
663,Whitehorse,CA,60.72,-135.05,-9.4,76,40,5.82,
664,Sokoto,NG,13.06,5.24,80.33,16,0,8.08,
665,Mogadishu,SO,2.04,45.34,80.4,79,97,7.25,
666,Moissac,FR,44.1,1.09,62.01,93,100,2.24,
667,Mapiripan,CO,2.89,-72.13,87.78,66,43,2.33,
668,Burnie,AU,-41.07,145.92,46.99,73,0,1.99,
669,Baykit,RU,61.67,96.37,18.93,94,100,2.68,
670,Atikokan,CA,48.76,-91.62,54.43,78,100,4.79,
671,Pitimbu,BR,-7.47,-34.81,84.2,70,40,18.34,
672,Garoua,CM,9.3,13.4,82.72,27,44,0.85,
673,Mecca,SA,21.43,39.83,77.97,64,17,3.24,
674,Walvis Bay,NA,-22.96,14.51,62.6,77,0,12.75,
675,Plettenberg Bay,ZA,-34.05,23.37,61.97,72,0,0.18,
676,Fenoarivo Atsinanana,MG,-17.37,49.42,72.9,82,98,1.77,
677,Beboto,TD,8.27,16.94,77.52,40,17,2.06,
678,Harper,LR,4.38,-7.72,79.66,83,99,5.73,
679,Simao,CN,22.79,100.97,57.63,94,0,1.97,
680,Tahe,CN,52.33,124.73,13.64,93,99,9.84,
681,Okhansk,RU,57.72,55.39,74.07,100,75,4.47,
682,Kita,ML,13.03,-9.49,84.79,19,0,2.57,
683,Andra,RU,62.51,65.89,33.93,97,100,5.12,
684,Tabuk,PH,17.42,121.44,72.79,92,100,3.83,
685,Buta,CD,2.79,24.73,71.85,96,100,1.16,
686,Peace River,CA,56.25,-117.29,17.6,72,75,5.82,
687,Road Town,VG,18.42,-64.62,84.2,74,40,10.29,
688,Zeya,RU,53.75,127.27,16.3,85,92,6.6,
689,Baijiantan,CN,45.63,85.18,34.72,76,0,0.25,
690,Kapaa,US,22.08,-159.32,78.8,88,40,8.05,light rain
691,Barrow,US,71.29,-156.79,30.2,86,90,24.16,light snow
692,Punta Arenas,CL,-53.15,-70.92,59.0,51,75,21.92,broken clouds
693,Atuona,PF,-9.8,-139.03,77.61,73,88,15.93,overcast clouds
694,Jamestown,US,42.1,-79.24,66.99,42,1,9.17,clear sky
695,Tigil,RU,57.8,158.67,26.42,94,95,4.92,overcast clouds
696,Hamilton,US,39.18,-84.53,73.0,37,1,5.82,clear sky
697,Vaini,TO,-21.2,-175.2,71.6,88,20,5.82,few clouds
698,Ribeira Grande,PT,38.52,-28.7,60.8,77,40,10.29,scattered clouds
699,Ucluelet,CA,48.93,-125.55,42.8,81,5,3.36,clear sky
700,Ushuaia,AR,-54.8,-68.3,60.8,41,75,23.04,broken clouds
701,Mala Vyska,UA,48.64,31.64,44.37,95,67,6.2,broken clouds
702,Bethel,US,41.37,-73.41,73.99,35,1,8.05,clear sky
703,Ledyard,US,41.44,-72.01,66.99,72,1,11.41,clear sky
704,Tuktoyaktuk,CA,69.45,-133.04,26.6,79,75,21.92,light snow
705,Ndola,ZM,-12.96,28.64,75.33,24,96,7.23,overcast clouds
706,Hobart,AU,-42.88,147.33,42.01,86,1,9.17,clear sky
707,Khatanga,RU,71.97,102.5,-4.85,88,9,11.79,clear sky
708,Cape Town,ZA,-33.93,18.42,64.99,82,75,13.87,broken clouds
709,Bredasdorp,ZA,-34.53,20.04,60.8,72,0,9.17,clear sky
710,Hermanus,ZA,-34.42,19.23,64.99,56,0,11.99,clear sky
711,Knyaze-Volkonskoye,RU,48.46,135.46,26.6,92,90,6.71,mist
712,Suileng,CN,47.25,127.08,28.44,98,100,10.94,snow
713,Norman Wells,CA,65.28,-126.83,21.2,92,75,3.36,light snow
714,Puerto Ayora,EC,-0.74,-90.35,77.0,65,40,18.34,scattered clouds
715,Saint-Philippe,RE,-21.36,55.77,73.4,78,75,16.11,broken clouds
716,Torrington,US,41.8,-73.12,72.0,48,1,1.99,clear sky
717,Ranong,TH,9.97,98.63,77.2,87,18,4.23,few clouds
718,Aden,YE,12.78,45.04,79.72,75,6,16.4,clear sky
719,Kodiak,US,57.79,-152.41,35.6,89,40,9.86,scattered clouds
720,Kathu,TH,7.92,98.33,84.99,94,40,2.24,light rain
721,Cherskiy,RU,68.75,161.3,5.95,95,100,6.4,overcast clouds
722,Hilo,US,19.73,-155.09,75.2,88,90,5.82,moderate rain
723,Busselton,AU,-33.65,115.33,55.0,66,54,3.27,broken clouds
724,Vila Franca Do Campo,PT,37.72,-25.43,60.8,67,20,10.29,few clouds
725,Lebu,CL,-37.62,-73.65,57.07,59,0,21.5,clear sky
726,Mataura,NZ,-46.19,168.86,46.99,74,100,11.01,overcast clouds
727,Carnarvon,AU,-24.87,113.63,71.6,73,90,12.75,overcast clouds
728,Ayan,RU,56.45,138.17,12.61,86,85,17.72,overcast clouds
729,Saryg-Sep,RU,51.5,95.6,24.84,95,21,2.77,few clouds
730,Thompson,CA,55.74,-97.86,17.6,85,90,2.24,light snow
731,Rikitea,PF,-23.12,-134.97,71.24,74,53,19.42,broken clouds
732,Iqaluit,CA,63.75,-68.51,10.4,72,75,11.41,broken clouds
733,The Valley,AI,18.22,-63.06,87.8,70,20,13.87,few clouds
734,Mwense,ZM,-10.38,28.7,76.6,48,0,5.3,clear sky
735,Bossangoa,CF,6.49,17.46,75.88,56,100,2.17,overcast clouds
736,Kongoussi,BF,13.33,-1.53,81.7,15,6,4.85,clear sky
737,Antofagasta,CL,-23.65,-70.4,66.2,59,20,11.41,few clouds
738,Sanmenxia,CN,34.77,111.18,50.65,43,0,1.1,clear sky
739,Pacifica,US,37.61,-122.49,57.0,66,1,12.75,clear sky
740,Dire,ML,12.28,-10.97,85.91,29,0,1.99,clear sky
741,Kuusamo,FI,65.97,29.18,35.6,74,20,13.87,few clouds
742,Anadyr,RU,64.75,177.48,15.8,92,40,6.71,scattered clouds
743,Tuatapere,NZ,-46.13,167.68,46.99,73,55,8.99,broken clouds
744,Pavlodar,KZ,52.3,76.95,33.8,74,0,11.18,clear sky
745,Kavaratti,IN,10.57,72.64,83.16,73,0,5.99,clear sky
746,Esperance,AU,-33.87,121.9,55.4,100,75,8.05,broken clouds
747,Panguna,PG,-6.32,155.48,67.48,98,0,1.66,clear sky
748,Avarua,CK,-21.21,-159.78,75.2,83,100,1.12,overcast clouds
749,Cortez,US,37.35,-108.59,57.2,44,90,17.22,overcast clouds
750,Eyl,SO,7.98,49.82,78.15,80,49,14.97,scattered clouds
751,Cairns,AU,-16.92,145.77,75.2,83,30,8.05,scattered clouds
752,Upernavik,GL,72.79,-56.15,-1.93,76,0,8.43,clear sky
753,Ihosy,MG,-22.4,46.12,71.91,80,38,9.1,scattered clouds
754,Kloulklubed,PW,7.04,134.26,77.0,88,90,5.82,moderate rain
755,Ikirun,NG,7.92,4.67,75.78,48,100,2.68,overcast clouds
756,Severo-Kurilsk,RU,50.68,156.12,34.57,82,0,3.29,clear sky
757,Manaure,CO,11.78,-72.44,83.64,69,99,14.23,overcast clouds
758,Rocha,UY,-34.48,-54.33,70.68,68,37,10.6,light rain
759,Wajir,KE,1.75,40.06,80.6,78,5,7.18,clear sky
760,Dikson,RU,73.51,80.55,-2.79,89,3,12.1,clear sky
761,Tonj,SS,7.27,28.68,78.42,51,100,2.51,overcast clouds
762,San Patricio,US,28.02,-97.52,82.0,61,40,12.75,scattered clouds
763,Port Alfred,ZA,-33.59,26.89,68.32,87,0,5.53,clear sky
764,Tiksi,RU,71.69,128.87,-8.07,91,0,1.9,clear sky
765,Susurluk,TR,39.91,28.16,59.0,76,20,19.46,few clouds
766,Kruisfontein,ZA,-34.0,24.73,64.0,73,0,1.01,clear sky
767,Vostok,RU,46.49,135.88,22.23,99,100,2.06,light snow
768,Bianzhuang,CN,34.85,118.04,51.04,43,0,3.13,clear sky
769,Yellowknife,CA,62.46,-114.35,12.0,85,75,4.7,light snow
770,Sitka,US,57.05,-135.33,34.38,84,100,2.24,overcast clouds
771,Klaksvik,FO,62.23,-6.59,39.2,86,67,8.08,broken clouds
772,Port Elizabeth,ZA,-33.92,25.57,64.4,88,0,3.36,clear sky
773,Qaanaaq,GL,77.48,-69.36,-12.64,71,0,6.4,clear sky
774,Butaritari,KI,3.07,172.79,80.76,74,100,10.92,overcast clouds
775,Dingle,PH,11.0,122.67,73.35,92,100,3.11,overcast clouds
776,Torbay,CA,47.67,-52.73,51.01,87,75,29.97,broken clouds
777,Hamamatsu,JP,34.7,137.73,64.99,88,86,8.99,light rain
778,Tuy Hoa,VN,13.08,109.3,74.16,86,86,9.69,light rain
779,Mahebourg,MU,-20.41,57.7,73.4,78,40,8.05,scattered clouds
780,Kidal,ML,18.44,1.41,78.62,16,2,11.23,clear sky
781,Luena,AO,-11.78,19.92,67.33,76,100,3.04,light rain
782,Ust-Maya,RU,60.42,134.53,-5.53,90,100,3.71,overcast clouds
783,Suna,RU,57.83,50.06,33.17,92,76,8.66,broken clouds
784,Litovko,RU,49.24,135.17,27.72,98,100,4.7,light snow
785,Albany,US,42.6,-73.97,72.0,37,100,2.44,overcast clouds
786,Soimi,RO,46.68,22.12,43.0,100,0,5.82,clear sky
787,Chokurdakh,RU,70.63,147.92,2.53,95,100,6.46,overcast clouds
788,Pacific Grove,US,36.62,-121.92,55.99,66,40,3.58,scattered clouds
789,Tauranga,NZ,-37.69,176.17,64.0,92,34,4.0,scattered clouds
790,Oyon,PE,-10.67,-76.77,62.96,30,84,4.92,broken clouds
791,Avera,US,33.19,-82.53,78.8,61,75,10.29,broken clouds
792,Vestmanna,FO,62.16,-7.17,39.2,86,75,7.25,broken clouds
793,Grindavik,IS,63.84,-22.43,41.0,86,75,19.46,broken clouds
794,Ukiah,US,39.15,-123.21,53.01,70,1,3.71,clear sky
795,Bandar-E Lengeh,IR,26.56,54.88,77.0,73,0,4.7,clear sky
796,Cidreira,BR,-30.18,-50.21,70.56,74,0,15.08,clear sky
797,Chuy,UY,-33.7,-53.46,68.81,71,23,11.92,few clouds
798,San Cristobal,VE,7.77,-72.22,84.2,70,40,16.11,scattered clouds
799,Nikolskoye,RU,59.7,30.79,48.2,81,90,11.18,overcast clouds
800,Babati,TZ,-4.22,35.75,69.62,52,0,5.88,clear sky
801,Saldanha,ZA,-33.01,17.94,62.6,82,0,12.75,light rain
802,Saint Anthony,US,45.02,-93.22,70.0,56,75,13.87,broken clouds
803,Agropoli,IT,40.35,15.0,57.0,80,0,3.0,clear sky
804,Albury,AU,-36.08,146.92,48.2,81,0,2.98,clear sky
805,Bayburt,TR,40.26,40.23,36.01,84,8,1.97,clear sky
806,Menongue,AO,-14.66,17.69,71.58,61,91,5.82,overcast clouds
807,Araouane,ML,18.9,-3.53,86.79,13,0,9.57,clear sky
808,Sinnamary,GF,5.38,-52.95,84.18,74,24,14.88,few clouds
809,Souillac,MU,-20.52,57.52,73.4,78,40,8.05,scattered clouds
810,San Francisco Del Mar,MX,16.23,-94.65,85.93,58,54,20.69,broken clouds
811,Camacha,PT,33.08,-16.33,66.2,82,75,10.29,broken clouds
812,Tessalit,ML,20.2,1.01,78.57,17,100,11.5,overcast clouds
813,Provideniya,RU,64.38,-173.3,29.23,94,10,9.75,clear sky
814,Isangel,VU,-19.55,169.27,77.36,81,1,7.31,clear sky
815,Maniitsoq,GL,65.42,-52.9,22.03,87,100,15.1,overcast clouds
816,Newport,GB,51.59,-3.0,53.01,92,38,1.01,scattered clouds
817,Castro,BR,-24.79,-50.01,79.97,33,0,4.68,clear sky
818,Henties Bay,NA,-22.12,14.28,61.0,89,0,5.99,clear sky
819,Bilma,NE,18.69,12.92,72.72,26,0,7.11,clear sky
820,Saint Marys,US,30.73,-81.55,80.6,69,1,14.99,clear sky
