City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1282,Victoria,HK,78.01,clear sky,22.29,114.16,Mini Hotel Central
1284,Houma,US,75.0,light rain,29.6,-90.72,Courtyard by Marriott Houma
1288,Petapa,GT,73.4,broken clouds,14.5,-90.55,La Visión del Espíritu Santo
1291,Mocuba,MZ,81.27,overcast clouds,-16.84,36.99,Phama Lodge
1296,Bambanglipuro,ID,77.43,scattered clouds,-7.95,110.28,Puri Brata
1299,Naze,JP,75.2,light rain,28.37,129.48,奄美ポートタワーホテル
1300,Port-Gentil,GA,80.6,scattered clouds,-0.72,8.78,Fengshui Residence
1304,Saint-Leu,RE,73.4,broken clouds,-21.15,55.28,La Caz Oceane
1306,Mayumba,GA,78.04,light rain,-3.43,10.66,LIKWALE LODGE
1307,Adeje,ES,71.6,scattered clouds,28.12,-16.73,Gran Tacande Wellness & Relax
1308,Duncan,US,73.99,clear sky,34.5,-97.96,Days Inn by Wyndham Duncan
1311,Poum,NC,76.44,clear sky,-20.23,164.02,Gîte kajeon
1314,Faanui,PF,78.76,broken clouds,-16.48,-151.75,Bora-Bora Pearl Beach Resort & Spa
1317,Beira,MZ,82.4,clear sky,-19.84,34.84,Beira Terrace Hotel
1318,Wewak,PG,78.85,light rain,-3.55,143.63,In Wewak Boutique Hotel
1321,Harlingen,US,81.0,overcast clouds,26.19,-97.7,Courtyard by Marriott Harlingen
1323,Lethem,GY,89.58,overcast clouds,3.38,-59.8,Savannah Inn
1324,Cayenne,GF,77.0,heavy intensity rain,4.93,-52.33,Hôtel Le Dronmi
1328,Unai,BR,86.86,overcast clouds,-16.36,-46.91,Hotel Regente
1330,Mackay,AU,75.2,light rain,-21.15,149.2,International Lodge Motel
1334,Havelock,US,77.0,clear sky,34.88,-76.9,Sherwood Motel
1335,Ipixuna,BR,89.6,scattered clouds,-1.76,-48.8,Casa da Oscarina
1338,Arraias,BR,81.7,light rain,-12.93,-46.94,Hotel Japão
1339,Kiunga,PG,71.4,light rain,-6.12,141.29,Airport Lodge Kiunga
