City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1341,Cogon,PH,72.75,overcast clouds,11.46,122.8,Villa Consorcia Resort
1344,Kampot,KH,77.36,light rain,10.62,104.18,Champa Lodge
1345,Barabai,ID,74.7,overcast clouds,-2.58,115.38,Joko Homestay
1347,Charters Towers,AU,71.19,clear sky,-20.1,146.27,Cattleman's Rest Motor Inn
1355,Sokoto,NG,80.33,clear sky,13.06,5.24,RG Palace
1356,Mogadishu,SO,80.4,light rain,2.04,45.34,Hotel Juba
1358,Mapiripan,CO,87.78,heavy intensity rain,2.89,-72.13,Monserrate
1362,Pitimbu,BR,84.2,scattered clouds,-7.47,-34.81,Reserva do Abiaí
1363,Garoua,CM,77.0,clear sky,9.3,13.4,Hotel De L'Amitie
1364,Mecca,SA,77.97,few clouds,21.43,39.83,Hotel Fairmont Makkah Clock Royal Tower
1367,Fenoarivo Atsinanana,MG,72.9,overcast clouds,-17.37,49.42,L'Oasis Lodge
1369,Harper,LR,79.66,overcast clouds,4.38,-7.72,Screensaver
1372,Okhansk,RU,74.07,broken clouds,57.72,55.39,Ural Hotel
1373,Kita,ML,84.79,clear sky,13.03,-9.49,Hôtel Nelson Mandela
1375,Tabuk,PH,72.79,overcast clouds,17.42,121.44,Grand Zion Garden Resort Hotel
1376,Buta,CD,71.85,light rain,2.79,24.73,HOTEL BISO NA BISO
1378,Road Town,VG,84.2,scattered clouds,18.42,-64.62,"ZINGARA 76ft Catamaran, full crew-all included"
1381,Kapaa,US,78.8,light rain,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
1384,Atuona,PF,77.61,overcast clouds,-9.8,-139.03,Villa Enata
1387,Hamilton,US,73.0,clear sky,39.18,-84.53,Six Acres Bed & Breakfast
1388,Vaini,TO,71.6,few clouds,-21.2,-175.2,Keleti Beach Resort
1393,Bethel,US,73.99,clear sky,41.37,-73.41,Courtyard by Marriott Danbury
1396,Ndola,ZM,75.33,overcast clouds,-12.96,28.64,Chabanga Lodge iSpot
1405,Puerto Ayora,EC,77.0,scattered clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
1406,Saint-Philippe,RE,73.4,broken clouds,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
1407,Torrington,US,72.0,clear sky,41.8,-73.12,The Yankee Pedlar Inn
1408,Ranong,TH,77.2,few clouds,9.97,98.63,Tinidee Hotel@Ranong
1409,Aden,YE,79.72,clear sky,12.78,45.04,Sama Emirate Hotel
1411,Kathu,TH,84.99,light rain,7.92,98.33,Novotel Phuket Resort
1413,Hilo,US,75.2,moderate rain,19.73,-155.09,Hilo Hawaiian Hotel
1418,Carnarvon,AU,71.6,overcast clouds,-24.87,113.63,Hospitality Carnarvon
1422,Rikitea,PF,71.24,broken clouds,-23.12,-134.97,Pension Maro'i
1424,The Valley,AI,87.8,few clouds,18.22,-63.06,CeBlue Villas & Beach Resort
1425,Mwense,ZM,76.6,clear sky,-10.38,28.7,GrandPalm Lodge
1426,Bossangoa,CF,75.88,overcast clouds,6.49,17.46,LA PERLE DE BOSTON
1427,Kongoussi,BF,81.7,clear sky,13.33,-1.53,Hotel Têed Wende
1436,Kavaratti,IN,83.16,clear sky,10.57,72.64,Hotels in Lakshadweep Islands
1439,Avarua,CK,75.2,overcast clouds,-21.21,-159.78,Paradise Inn
1441,Eyl,SO,78.15,scattered clouds,7.98,49.82,Amiin Hotel
1442,Cairns,AU,75.2,scattered clouds,-16.92,145.77,Mantra Trilogy Cairns
1444,Ihosy,MG,71.91,scattered clouds,-22.4,46.12,Hotely Sariaka
1445,Kloulklubed,PW,77.0,moderate rain,7.04,134.26,Storyboard Beach Resort
1446,Ikirun,NG,75.78,overcast clouds,7.92,4.67,"De-Marvellous Guest House, Obaagun"
1448,Manaure,CO,83.64,overcast clouds,11.78,-72.44,Del mar vendra
1449,Rocha,UY,70.68,light rain,-34.48,-54.33,Beleza Pura B&B
1450,Wajir,KE,80.6,clear sky,1.75,40.06,Al- Amin lodge
1453,San Patricio,US,82.0,scattered clouds,28.02,-97.52,"Motel 6 Sinton, TX"
1465,Butaritari,KI,80.76,overcast clouds,3.07,172.79,Isles Sunset Lodge
1466,Dingle,PH,73.35,overcast clouds,11.0,122.67,SEGAYA PROPERTY
1469,Tuy Hoa,VN,74.16,light rain,13.08,109.3,CenDeluxe Hotel Tuy Hoa
1470,Mahebourg,MU,73.4,scattered clouds,-20.41,57.7,Shandrani Beachcomber Resort & Spa
1486,Bandar-E Lengeh,IR,77.0,clear sky,26.56,54.88,کافی نت پارس
1487,Cidreira,BR,70.56,clear sky,-30.18,-50.21,Hotel Castelo
1489,San Cristobal,VE,84.2,scattered clouds,7.77,-72.22,Pirineos
1493,Saint Anthony,US,70.0,broken clouds,45.02,-93.22,Holiday Inn Express Roseville-St. Paul
1497,Menongue,AO,71.58,overcast clouds,-14.66,17.69,Ritz Lauca
1499,Sinnamary,GF,84.18,few clouds,5.38,-52.95,ALETHEIA Appartement Sinnamary
1500,Souillac,MU,73.4,scattered clouds,-20.52,57.52,Bils' Villa
1505,Isangel,VU,77.36,clear sky,-19.55,169.27,Volcano Sea View Tree House
1508,Castro,BR,79.97,clear sky,-24.79,-50.01,CHACARA BAILLY
1510,Bilma,NE,72.72,clear sky,18.69,12.92,Expeditions Ténére voyages
1511,Saint Marys,US,80.6,clear sky,30.73,-81.55,Spencer House Inn
1516,Puerto Narino,CO,87.8,thunderstorm,-3.77,-70.38,Eware Refugio Amazonico
1517,Lavumisa,SZ,75.0,overcast clouds,-27.31,31.89,ROADSIDE B&B
1521,Morehead,US,78.8,clear sky,37.27,-87.18,CCI Express Inn
1522,Garowe,SO,75.78,scattered clouds,8.41,48.48,Curubo Hotel
1524,Dumas,US,73.0,clear sky,35.87,-101.97,Holiday Inn Express & Suites Dumas
1526,Jibuti,DJ,82.4,scattered clouds,11.5,42.5,Orchid Main Camp Goubet
1528,Santa Rosa,PH,75.2,very heavy rain,14.31,121.11,Erlyn’s Sta Rosa City Home
1529,Rafaela,AR,88.0,clear sky,-31.25,-61.49,Parra Hotel & Suites
1533,Ixtapa,MX,86.0,clear sky,20.7,-105.2,Container Inn Puerto Vallarta
1534,Tomatlan,MX,88.93,broken clouds,19.93,-105.25,Norma franco
1535,Hithadhoo,MV,83.3,light rain,-0.6,73.08,Scoop Guest House
1538,Tambura,SS,74.14,overcast clouds,5.6,27.47,Guest hous Tambura
1539,Mbandaka,CD,73.85,overcast clouds,0.05,18.26,Guest House Epervier
1541,Kavieng,PG,82.31,scattered clouds,-2.57,150.8,Nusa Island Retreat
1546,Noumea,NC,78.01,broken clouds,-22.28,166.46,Hôtel Le Lagon
1547,Camocim,BR,88.02,overcast clouds,-2.9,-40.84,Hotel Ilha do Amor
1552,Georgetown,MY,78.8,scattered clouds,5.41,100.34,Cititel Penang
1553,Takoradi,GH,79.23,light rain,4.88,-1.76,Raybow International Hotel
1554,Bundaberg,AU,73.0,overcast clouds,-24.85,152.35,Takalvan Motel
1558,Meulaboh,ID,76.68,overcast clouds,4.14,96.13,Kost Pria
1561,Kapit,MY,73.87,overcast clouds,2.02,112.93,Hotel Meligai Kapit
1562,Trairi,BR,84.45,clear sky,-3.28,-39.27,Pousada Field Lilies - Trairi
1564,Srivardhan,IN,78.03,clear sky,18.03,73.02,Savli Resort/Hotel - Shrivardhan
1568,Bathsheba,BB,86.0,shower rain,13.22,-59.52,Atlantis Hotel
1571,Marsh Harbour,BS,79.56,overcast clouds,26.54,-77.06,Abaco Beach Resort
1576,Bambous Virieux,MU,73.4,scattered clouds,-20.34,57.76,Casa Tia Villa
1577,Sarh,TD,82.4,clear sky,9.14,18.39,Hôtel des Chasses
1585,Miri,MY,78.8,scattered clouds,4.41,114.01,"Mega Hotel, Miri"
1587,Kaele,CM,81.72,scattered clouds,10.11,14.45,Hotel Du Centre
1588,Nouadhibou,MR,77.0,clear sky,20.93,-17.03,El Medina
1589,Kirakira,SB,78.84,light rain,-10.45,161.92,SanBiz Lodge
1590,East London,ZA,71.6,clear sky,-33.02,27.91,Tu Casa
1591,Coahuayana,MX,80.6,few clouds,18.73,-103.68,Hotel Los Arcos
1592,Yulara,AU,75.2,overcast clouds,-25.24,130.99,Desert Gardens Hotel - Ayers Rock Resort
1593,Manokwari,ID,79.77,light rain,-0.87,134.08,Swiss Belhotel Manokwari
1595,Salalah,OM,77.0,clear sky,17.02,54.09,HAMDAN PLAZA HOTEL
1596,Manadhoo,MV,83.55,overcast clouds,5.77,73.38,Vevu Guesthouse
1599,Kupang,ID,79.56,clear sky,-10.17,123.58,Sylvia Hotel Premier Kupang
1608,Cabo San Lucas,MX,84.0,broken clouds,22.89,-109.91,Hotel Tesoro Los Cabos
1609,Gorontalo,ID,75.96,light rain,0.54,123.06,Maqna Hotel by Prasanthi
